Mention Type,Mention Date,Outlet or Author,Mention Title,Country,External Mention ID,Mention URL,Research Output Title,Journal/Collection Title,Authors at my Institution,Departments,Output Type,Subjects (FoR),Affiliations (GRID),Publication Date,Altmetric Attention Score,Details Page URL,DOI,ISBN,National Clinical Trial ID,URI,PubMed ID,PubMedCentral ID,Handle.net IDs,ADS Bibcode,arXiv ID,RePEc ID,SSRN,URN
Facebook post,2020-11-20 13:01:58,"Food Smart Kids","Association of Infant Antibiotic Exposure With Childhood Health Outcomes",United States,"",https://www.facebook.com/permalink.php?story_fbid=10157517341296767&id=191759566766,"Association of Infant Antibiotic Exposure With Childhood Health Outcomes","Mayo Clinic Proceedings",,,Article,"11 Medical and Health Sciences; 1117 Public Health and Health Services","Mayo Clinic; Rutgers, The State University of New Jersey",2021-01-01,614,https://www.altmetric.com/details/94353082,10.1016/j.mayocp.2020.07.019,,,,33208243,,"",,,,,
Facebook post,2020-11-19 18:49:16,"Dr. Anke Zimmermann, ND","Association of Infant Antibiotic Exposure With Childhood Health Outcomes",Canada,"",https://www.facebook.com/permalink.php?story_fbid=3399854450127840&id=163960080383976,"Association of Infant Antibiotic Exposure With Childhood Health Outcomes","Mayo Clinic Proceedings",,,Article,"11 Medical and Health Sciences; 1117 Public Health and Health Services","Mayo Clinic; Rutgers, The State University of New Jersey",2021-01-01,614,https://www.altmetric.com/details/94353082,10.1016/j.mayocp.2020.07.019,,,,33208243,,"",,,,,
Facebook post,2020-11-17 05:07:05,"International College of Applied Kinesiology-U.S.A. (ICAK-U.S.A.)",,United States,"",https://www.facebook.com/permalink.php?story_fbid=10164477024520184&id=357750035183,"Association of Infant Antibiotic Exposure With Childhood Health Outcomes","Mayo Clinic Proceedings",,,Article,"11 Medical and Health Sciences; 1117 Public Health and Health Services","Mayo Clinic; Rutgers, The State University of New Jersey",2021-01-01,614,https://www.altmetric.com/details/94353082,10.1016/j.mayocp.2020.07.019,,,,33208243,,"",,,,,
Facebook post,2020-11-04 11:01:03,"Gluten free Suriname","Dermatitis Herpetiformis: skin manifestation of coeliac disease - Dr Teea Salmi",,"",https://www.facebook.com/permalink.php?story_fbid=1879661182173640&id=280166708789770,"Dermatitis Herpetiformis: Novel Perspectives","Frontiers in immunology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","University of Florence",2019-06-11,14,https://www.altmetric.com/details/61899843,10.3389/fimmu.2019.01290,,,,31244841,,"",,,,,
Facebook post,2020-10-18 09:44:52,"Docteur Résimont","Is Fibromyalgia A Mitochondrial Disorder? - Health Rising",,"",https://www.facebook.com/permalink.php?story_fbid=2368470619944272&id=439916629466357,"Fibromyalgia and non-celiac gluten sensitivity: a description with remission of fibromyalgia","Rheumatology International",,,Article,"11 Medical and Health Sciences; 1109 Neurosciences","Hospital Infantil Universitario Niño Jesús; Hospital Universitario 12 De Octubre; Hospital Universitario Puerta de Hierro Majadahonda",2014-04-12,222,https://www.altmetric.com/details/2280601,10.1007/s00296-014-2990-6,,,,24728027,,"",,,,,
Facebook post,2020-10-14 10:29:33,"Chiropractic Naturally NJ","Fibromyalgia and non-celiac gluten sensitivity: a description with remission of fibromyalgia - PubMed",United States,"",https://www.facebook.com/permalink.php?story_fbid=3727312113969046&id=134698119897148,"Fibromyalgia and non-celiac gluten sensitivity: a description with remission of fibromyalgia","Rheumatology International",,,Article,"11 Medical and Health Sciences; 1109 Neurosciences","Hospital Infantil Universitario Niño Jesús; Hospital Universitario 12 De Octubre; Hospital Universitario Puerta de Hierro Majadahonda",2014-04-12,222,https://www.altmetric.com/details/2280601,10.1007/s00296-014-2990-6,,,,24728027,,"",,,,,
Facebook post,2020-10-12 01:14:14,"Nephro_OK","Timeline Photos",Thailand,"",https://www.facebook.com/permalink.php?story_fbid=1318827771786418&id=252338265102046,"The Role of Bile Acids in Chronic Diarrhea","American Journal of Gastroenterology",,,Article,"11 Medical and Health Sciences; 1109 Neurosciences","Mayo Clinic",2020-06-11,38,https://www.altmetric.com/details/84367405,10.14309/ajg.0000000000000696,,,,32558690,,"",,,,,
Facebook post,2020-09-03 17:58:44,"Harris Whole Health","Routine Screening for Celiac Disease in Children With Down... : Journal of Pediatric Gastroenterology and Nutrition",,"",https://www.facebook.com/permalink.php?story_fbid=3744000765614924&id=231388770209492,"Routine Screening for Celiac Disease in Children With Down Syndrome Improves Case Finding","Journal of Pediatric Gastroenterology & Nutrition",,,Article,"11 Medical and Health Sciences; 1103 Clinical Sciences; 1117 Public Health and Health Services","Children's Hospital Colorado; University of Colorado System",2020-04-14,7,https://www.altmetric.com/details/88906824,10.1097/mpg.0000000000002742,,,,32304557,,"",,,,,
Facebook post,2020-05-25 09:35:00,"Heal Wellness","Yield of Diagnostic Tests for Celiac Disease in Individuals With Symptoms Suggestive of Irritable Bowel Syndrome: Systematic Review and Meta-Analysis - PubMed",India,"",https://www.facebook.com/permalink.php?story_fbid=2825883690870758&id=101346879991133,"Yield of Diagnostic Tests for Celiac Disease in Individuals With Symptoms Suggestive of Irritable Bowel Syndrome","Archives of Internal Medicine",,,Article,"11 Medical and Health Sciences; 1117 Public Health and Health Services","Mayo Clinic; McMaster University; University of California, Los Angeles",2009-04-13,39,https://www.altmetric.com/details/1609377,10.1001/archinternmed.2009.22,,,,19364994,,"",,,,,
Facebook post,2020-05-24 22:00:01,"TheDr.Com","Yield of Diagnostic Tests for Celiac Disease in Individuals With Symptoms Suggestive of Irritable Bowel Syndrome: Systematic Review and Meta-Analysis - PubMed",,"",https://www.facebook.com/permalink.php?story_fbid=3181282825236327&id=180887411942565,"Yield of Diagnostic Tests for Celiac Disease in Individuals With Symptoms Suggestive of Irritable Bowel Syndrome","Archives of Internal Medicine",,,Article,"11 Medical and Health Sciences; 1117 Public Health and Health Services","Mayo Clinic; McMaster University; University of California, Los Angeles",2009-04-13,39,https://www.altmetric.com/details/1609377,10.1001/archinternmed.2009.22,,,,19364994,,"",,,,,
Facebook post,2020-05-16 16:01:14,"Medicine","Timeline Photos",,"",https://www.facebook.com/permalink.php?story_fbid=3341717029190698&id=170363419659424,"Diagnostic challenges of celiac disease in a young child","Medicine (Wolters Kluwer)",,,Article,"11 Medical and Health Sciences; 1103 Clinical Sciences",,2018-06-01,1,https://www.altmetric.com/details/82159361,10.1097/md.0000000000010893,,,,29851812,,"",,,,,
Facebook post,2020-05-03 03:27:30,"CEPI Investigación y Docencia",,,"",https://www.facebook.com/permalink.php?story_fbid=1497406723774111&id=520579184790208,"Dermatitis Herpetiformis: Novel Perspectives","Frontiers in immunology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","University of Florence",2019-06-11,14,https://www.altmetric.com/details/61899843,10.3389/fimmu.2019.01290,,,,31244841,,"",,,,,
Facebook post,2020-05-01 22:00:07,"TheDr.Com","Gluten tolerance in adult patients with celiac disease 20... : European Journal of Gastroenterology & Hepatology",,"",https://www.facebook.com/permalink.php?story_fbid=3118875934810350&id=180887411942565,"Gluten tolerance in adult patients with celiac disease 20 years after diagnosis?","European journal of gastroenterology & hepatology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Reinier de Graaf Hospital",2008-05-01,1,https://www.altmetric.com/details/2562470,10.1097/meg.0b013e3282f4de6e,,,,18403944,,"",,,,,
Facebook post,2020-04-23 07:21:00,"Release Fitness",,,"",https://www.facebook.com/permalink.php?story_fbid=3203204109691171&id=474072365937706,"Fibromyalgia and non-celiac gluten sensitivity: a description with remission of fibromyalgia","Rheumatology International",,,Article,"11 Medical and Health Sciences; 1109 Neurosciences","Hospital Infantil Universitario Niño Jesús; Hospital Universitario 12 De Octubre; Hospital Universitario Puerta de Hierro Majadahonda",2014-04-12,222,https://www.altmetric.com/details/2280601,10.1007/s00296-014-2990-6,,,,24728027,,"",,,,,
Facebook post,2020-04-15 02:00:00,"TheDr.Com","Yield of Diagnostic Tests for Celiac Disease in Individuals With Symptoms Suggestive of Irritable Bowel Syndrome",,"",https://www.facebook.com/permalink.php?story_fbid=3073888055975805&id=180887411942565,"Yield of Diagnostic Tests for Celiac Disease in Individuals With Symptoms Suggestive of Irritable Bowel Syndrome","Archives of Internal Medicine",,,Article,"11 Medical and Health Sciences; 1117 Public Health and Health Services","Mayo Clinic; McMaster University; University of California, Los Angeles",2009-04-13,39,https://www.altmetric.com/details/1609377,10.1001/archinternmed.2009.22,,,,19364994,,"",,,,,
Facebook post,2020-04-10 11:22:37,"Gluten free Suriname","Prevalence of Non-Celiac Gluten Sensitivity in Patients with Refractory Functional Dyspepsia: a Randomized Double-blind Placebo Controlled Trial. - PubMed - NCBI",,"",https://www.facebook.com/permalink.php?story_fbid=1687642424708851&id=280166708789770,"Prevalence of Non-Celiac Gluten Sensitivity in Patients with Refractory Functional Dyspepsia: a Randomized Double-blind Placebo Controlled Trial","Scientific Reports",,,Article,"11 Medical and Health Sciences; 1103 Clinical Sciences","Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico; Imam Khomeini Hospital; Shahid Beheshti University of Medical Sciences",2020-02-12,2,https://www.altmetric.com/details/76086744,10.1038/s41598-020-59532-z,,,,32051513,,"",,,,,
Facebook post,2020-03-21 15:04:52,"Journal of Gastroenterology and Hepatology","Timeline Photos",Australia,"",https://www.facebook.com/permalink.php?story_fbid=681924445913576&id=394645744641449,"Non‐immunological biomarkers for assessment of villous abnormalities in patients with celiac disease","Journal of Gastroenterology & Hepatology",,,Article,"11 Medical and Health Sciences; 1103 Clinical Sciences","All India Institute of Medical Sciences; Marche Polytechnic University",2019-10-30,3,https://www.altmetric.com/details/77992778,10.1111/jgh.14852,,,,31498492,,"",,,,,
Facebook post,2020-02-20 10:50:42,"Consultoria Diagnóstica en Anatomia Patologica","Celiac disease: a comprehensive current review",,"",https://www.facebook.com/permalink.php?story_fbid=1835312356600626&id=215019301963281,"Celiac disease: a comprehensive current review","BMC Medicine",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Beth Israel Deaconess Medical Center; Marche Polytechnic University; Massachusetts General Hospital; Takeda (United States); University of Bologna; University of Ferrara",2019-07-23,51,https://www.altmetric.com/details/63939265,10.1186/s12916-019-1380-z,,,,31331324,,"",,,,,
Facebook post,2020-02-07 18:01:44,"Popolo Fibro Relax",,,"",https://www.facebook.com/permalink.php?story_fbid=3103806103010060&id=174394529284580,"Fibromyalgia and non-celiac gluten sensitivity: a description with remission of fibromyalgia","Rheumatology International",,,Article,"11 Medical and Health Sciences; 1109 Neurosciences","Hospital Infantil Universitario Niño Jesús; Hospital Universitario 12 De Octubre; Hospital Universitario Puerta de Hierro Majadahonda",2014-04-12,222,https://www.altmetric.com/details/2280601,10.1007/s00296-014-2990-6,,,,24728027,,"",,,,,
Facebook post,2020-02-07 11:22:32,"Health Newsletter",,,"",https://www.facebook.com/permalink.php?story_fbid=2715154245226928&id=423902791018763,"Celiac disease: antibody recognition against native and selectively deamidated gliadin peptides.","Clinical Chemistry",,,Article,"11 Medical and Health Sciences; 1107 Immunology","National University of the Littoral",2001-11-01,6,https://www.altmetric.com/details/2491889,,,,,11673371,,"",,,,,
Facebook post,2020-02-02 15:13:00,"BreakFree Medicine by Dr Sarah LoBisco","Non-celiac gluten sensitivity: All wheat attack is not celiac",United States,"",https://www.facebook.com/permalink.php?story_fbid=1725362227588344&id=135578803233369,"Non-celiac gluten sensitivity: All wheat attack is not celiac","World Journal of Gastroenterology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Louisiana State University; Louisiana State University Health Sciences Center Shreveport",2017-10-28,40,https://www.altmetric.com/details/29104638,10.3748/wjg.v23.i40.7201,,,,29142467,PMC5677194,"",,,,,
Facebook post,2020-01-22 10:32:44,"RUA, Repositorio Institucional de la Universidad de Alicante","RUA: Tools Used to Measure the Physical State of Women with Celiac Disease: A Review with a Systematic Approach",,"",https://www.facebook.com/permalink.php?story_fbid=2738420476207785&id=106044082778784,"Tools Used to Measure the Physical State of Women with Celiac Disease: A Review with a Systematic Approach","International Journal of Environmental Research and Public Health",,,Article,"11 Medical and Health Sciences; 1107 Immunology","European University of Madrid; Technical University of Madrid; Universidad Católica San Antonio de Murcia; University of Alicante; University of Almería; University of Castilla-La Mancha",2020-01-15,1,https://www.altmetric.com/details/74348570,10.3390/ijerph17020539,,,,31952137,,10045/101632,,,,,
Facebook post,2020-01-05 11:03:24,"Gluten free Suriname","Gamma-Delta T Lymphocytes in the Diagnostic Approach of Coeliac Disease. - PubMed - NCBI",,"",https://www.facebook.com/permalink.php?story_fbid=1590198821119879&id=280166708789770,"Gamma-Delta T Lymphocytes in the Diagnostic Approach of Coeliac Disease","Journal of Clinical Gastroenterology",,,Article,"11 Medical and Health Sciences; 1109 Neurosciences","VU University Medical Center",2019-05-01,1,https://www.altmetric.com/details/44622647,10.1097/mcg.0000000000001060,,,,29782465,,"",,,,,
Facebook post,2019-12-08 03:54:33,"Heal Wellness","TheDr.Com",India,"",https://www.facebook.com/permalink.php?story_fbid=2459849760807488&id=101346879991133,"Yield of Diagnostic Tests for Celiac Disease in Individuals With Symptoms Suggestive of Irritable Bowel Syndrome","Archives of Internal Medicine",,,Article,"11 Medical and Health Sciences; 1117 Public Health and Health Services","Mayo Clinic; McMaster University; University of California, Los Angeles",2009-04-13,39,https://www.altmetric.com/details/1609377,10.1001/archinternmed.2009.22,,,,19364994,,"",,,,,
Facebook post,2019-12-08 03:00:54,"TheDr.Com",,,"",https://www.facebook.com/permalink.php?story_fbid=2772579869439960&id=180887411942565,"Yield of Diagnostic Tests for Celiac Disease in Individuals With Symptoms Suggestive of Irritable Bowel Syndrome","Archives of Internal Medicine",,,Article,"11 Medical and Health Sciences; 1117 Public Health and Health Services","Mayo Clinic; McMaster University; University of California, Los Angeles",2009-04-13,39,https://www.altmetric.com/details/1609377,10.1001/archinternmed.2009.22,,,,19364994,,"",,,,,
Facebook post,2019-11-20 21:16:34,"Darwin Dietitians with Richard Sager",,Australia,"",https://www.facebook.com/permalink.php?story_fbid=2658316084231373&id=238307369565602,"Celiac disease: a comprehensive current review","BMC Medicine",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Beth Israel Deaconess Medical Center; Marche Polytechnic University; Massachusetts General Hospital; Takeda (United States); University of Bologna; University of Ferrara",2019-07-23,51,https://www.altmetric.com/details/63939265,10.1186/s12916-019-1380-z,,,,31331324,,"",,,,,
Facebook post,2019-10-24 23:00:44,"Angela Atkins","Small bowel adenocarcinoma as a complication of celiac disease: clinical and diagnostic features",,"",https://www.facebook.com/permalink.php?story_fbid=1164582387086031&id=252828194928126,"Small bowel adenocarcinoma as a complication of celiac disease: clinical and diagnostic features","BMC Gastroenterology",,,Article,"11 Medical and Health Sciences; 1109 Neurosciences","Arcispedale Sant'Anna; Massachusetts General Hospital; University of Bologna; University of Ferrara",2019-03-27,4,https://www.altmetric.com/details/57934735,10.1186/s12876-019-0964-6,,,,30917787,,"",,,,,
Facebook post,2019-09-24 18:44:47,"Healing the Whole Child","High Prevalence of Celiac Disease Among Screened First-Degree Relatives",United States,"",https://www.facebook.com/permalink.php?story_fbid=2385525128182794&id=296847390383922,"High Prevalence of Celiac Disease Among Screened First-Degree Relatives","Mayo Clinic Proceedings",,,Article,"11 Medical and Health Sciences; 1103 Clinical Sciences","Mayo Clinic",2019-09-01,207,https://www.altmetric.com/details/65362391,10.1016/j.mayocp.2019.03.027,,,,31447136,,"",,,,,
Facebook post,2019-09-24 00:18:30,"Harris Whole Health","High Prevalence of Celiac Disease Among Screened First-Degree Relatives",,"",https://www.facebook.com/permalink.php?story_fbid=2871094136238929&id=231388770209492,"High Prevalence of Celiac Disease Among Screened First-Degree Relatives","Mayo Clinic Proceedings",,,Article,"11 Medical and Health Sciences; 1103 Clinical Sciences","Mayo Clinic",2019-09-01,207,https://www.altmetric.com/details/65362391,10.1016/j.mayocp.2019.03.027,,,,31447136,,"",,,,,
Facebook post,2019-09-20 13:00:04,"Harvest Park Naturopathic Medicine","Diagnosis of gluten related disorders: Celiac disease, wheat allergy and non-celiac gluten sensitivity",United States,"",https://www.facebook.com/permalink.php?story_fbid=10156276359502133&id=168000667132,"Diagnosis of gluten related disorders: Celiac disease, wheat allergy and non-celiac gluten sensitivity","World Journal of Gastroenterology",,,Article,"11 Medical and Health Sciences; 1109 Neurosciences","Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico",2015-06-21,72,https://www.altmetric.com/details/4215466,10.3748/wjg.v21.i23.7110,,,,26109797,,"",,,,,
Facebook post,2019-09-13 14:00:43,"Radiological Society of North America (RSNA)","Timeline Photos",United States,"",https://www.facebook.com/permalink.php?story_fbid=10157109924779892&id=16433949891,"CT Findings in Adult Celiac Disease","RadioGraphics",,,Article,"11 Medical and Health Sciences; 1109 Neurosciences","Lahey Hospital and Medical Center",2011-07-01,10,https://www.altmetric.com/details/904783,10.1148/rg.314105215,,,,21768234,,"",,,,,
Facebook post,2019-09-11 15:48:12,"International Conference on Children's Bone Health (ICCBH)","Score Based Diagnostic Approach to Coeliac Disease and Bone Mineral Density",,"",https://www.facebook.com/permalink.php?story_fbid=2850166955010579&id=502400739787224,"Score‐based diagnostic approach to celiac disease and bone mineral density","Pediatrics International",,,Article,"11 Medical and Health Sciences; 1103 Clinical Sciences","Ankara Yıldırım Beyazıt University; Cukurova University; Gaziantep University",2019-10-30,1,https://www.altmetric.com/details/66439856,10.1111/ped.14002,,,,31486579,,"",,,,,
Facebook post,2019-09-11 10:42:48,"Gluten Intolerance Group of East Central Wisconsin","GIG of Portland",,"",https://www.facebook.com/permalink.php?story_fbid=2638958332793333&id=128270580528800,"Increased Prevalence of Celiac Disease in School-age Children in Italy","Clinical Gastroenterology and Hepatology",,,Article,"11 Medical and Health Sciences; 1117 Public Health and Health Services","Marche Polytechnic University; Massachusetts General Hospital",2020-03-01,3,https://www.altmetric.com/details/62495076,10.1016/j.cgh.2019.06.013,,,,31220637,,"",,,,,
Facebook post,2019-09-11 10:07:00,"GIG of Portland",,United States,"",https://www.facebook.com/permalink.php?story_fbid=3794527323906219&id=222038251155162,"Increased Prevalence of Celiac Disease in School-age Children in Italy","Clinical Gastroenterology and Hepatology",,,Article,"11 Medical and Health Sciences; 1117 Public Health and Health Services","Marche Polytechnic University; Massachusetts General Hospital",2020-03-01,3,https://www.altmetric.com/details/62495076,10.1016/j.cgh.2019.06.013,,,,31220637,,"",,,,,
Facebook post,2019-09-10 15:05:04,"Dr.Ruscio.com","Timeline Photos",United States,"",https://www.facebook.com/permalink.php?story_fbid=2325205234273826&id=256068544520849,"Sensibilidad al gluten no celíaca y enfermedades reumatológicas","Reumatologia Clinica",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Hospital Universitario Puerta de Hierro Majadahonda",2016-01-01,31,https://www.altmetric.com/details/4016940,10.1016/j.reuma.2015.03.001,,,,25956352,,"",,,,,
Facebook post,2019-08-19 10:46:30,"Figurwechsel - Christian Kirchhoff",,,"",https://www.facebook.com/permalink.php?story_fbid=2386878498220699&id=1500048433570381,"Gluten-related disorders: Celiac disease, wheat allergy, and nonceliac gluten sensitivity","Critical Reviews in Food Science and Nutrition",,,Article,"11 Medical and Health Sciences; 1107 Immunology","University Hospital Bonn",2019-08-12,2,https://www.altmetric.com/details/65009419,10.1080/10408398.2019.1651689,,,,31402697,,"",,,,,
Facebook post,2019-08-17 19:10:05,"Clinical Nuclear Medicine","Celiac Disease on FDG PET/CT : Clinical Nuclear Medicine",,"",https://www.facebook.com/permalink.php?story_fbid=2575745852446081&id=283600854993937,"Celiac Disease on FDG PET/CT","Clinical Nuclear Medicine",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Geelong Hospital",2019-09-01,1,https://www.altmetric.com/details/63209370,10.1097/rlu.0000000000002688,,,,31274556,,"",,,,,
Facebook post,2019-08-13 17:05:40,"CeliacCorner","Predicting Intestinal Healing in Celiac Disease",,"",https://www.facebook.com/permalink.php?story_fbid=2437110799702499&id=177712142309054,"Synthetic Neoepitopes of the Transglutaminase–Deamidated Gliadin Complex as Biomarkers for Diagnosing and Monitoring Celiac Disease","Gastroenterology",,,Article,"11 Medical and Health Sciences; 1103 Clinical Sciences; 1107 Immunology","Mayo Clinic",2019-02-01,21,https://www.altmetric.com/details/50546036,10.1053/j.gastro.2018.10.025,,,,30342033,,"",,,,,
Facebook post,2019-08-09 14:10:31,"Autism Wellness Centre",,,"",https://www.facebook.com/permalink.php?story_fbid=1966246723475862&id=296722753761609,"Non-celiac gluten sensitivity: people without celiac disease avoiding gluten—is it due to histamine intolerance?","Inflammation Research",,,Article,"11 Medical and Health Sciences; 1103 Clinical Sciences","Medical University of Graz",2017-11-27,7,https://www.altmetric.com/details/29627375,10.1007/s00011-017-1117-4,,,,29181545,,"",,,,,
Facebook post,2019-08-07 01:59:33,"Débora Guimarães","Rio Sem Glúten",,"",https://www.facebook.com/permalink.php?story_fbid=2318376674920983&id=118591941566145,"Synthetic Neoepitopes of the Transglutaminase–Deamidated Gliadin Complex as Biomarkers for Diagnosing and Monitoring Celiac Disease","Gastroenterology",,,Article,"11 Medical and Health Sciences; 1103 Clinical Sciences; 1107 Immunology","Mayo Clinic",2019-02-01,21,https://www.altmetric.com/details/50546036,10.1053/j.gastro.2018.10.025,,,,30342033,,"",,,,,
Facebook post,2019-08-04 15:15:26,"CeliacCorner","Center for Celiac Research and Treatment",,"",https://www.facebook.com/permalink.php?story_fbid=2421668077913438&id=177712142309054,"Increased Prevalence of Celiac Disease in School-age Children in Italy","Clinical Gastroenterology and Hepatology",,,Article,"11 Medical and Health Sciences; 1117 Public Health and Health Services","Marche Polytechnic University; Massachusetts General Hospital",2020-03-01,3,https://www.altmetric.com/details/62495076,10.1016/j.cgh.2019.06.013,,,,31220637,,"",,,,,
