Mention Type,Mention Date,Outlet or Author,Mention Title,Country,External Mention ID,Mention URL,Research Output Title,Journal/Collection Title,Authors at my Institution,Departments,Output Type,Subjects (FoR),Affiliations (GRID),Publication Date,Altmetric Attention Score,Details Page URL,DOI,ISBN,National Clinical Trial ID,URI,PubMed ID,PubMedCentral ID,Handle.net IDs,ADS Bibcode,arXiv ID,RePEc ID,SSRN,URN
News story,2021-02-03 13:00:00,"PR Newswire","Commonwealth Diagnostics International, Inc.'s IBSchek® Granted PLA Code from AMA; Company to Now Accept Insurance, Providing More Patients At-Home Access",United States,"",http://ct.moreover.com/?a=44159600342&p=1pl&v=1&x=B7uCTtYsoUc0KfAlh1CcwQ,"ACG Clinical Guideline: Management of Irritable Bowel Syndrome","American Journal of Gastroenterology",,,Article,"11 Medical and Health Sciences; 1109 Neurosciences","Icahn School of Medicine at Mount Sinai; Mayo Clinic; Northwestern University; University of Michigan–Ann Arbor; University of North Carolina System",2020-12-14,230,https://www.altmetric.com/details/95999995,10.14309/ajg.0000000000001036,,,,33315591,,"",,,,,
News story,2021-01-24 11:09:00,"Runner's World","¿Sabrías diferenciar entre intolerancia al gluten y celiaquía?",United States,"",http://ct.moreover.com/?a=44081530642&p=1pl&v=1&x=peHvMfl-dwLdd_tPMLdsgg,"Nonceliac gluten sensitivity: an approach to diagnosis and management","Current opinion in pediatrics",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Cleveland Clinic",2016-10-01,18,https://www.altmetric.com/details/9033391,10.1097/mop.0000000000000392,,,http://content.wkhealth.com/linkback/openurl?sid=WKPTLP:landingpage&an=00008480-201610000-00012,27341511,,"",,,,,
News story,2021-01-20 14:00:14,"Clinical Advisor","Celiac Disease and Small Bowel Cancers: A Question of Risk",United States,"",http://ct.moreover.com/?a=44052164086&p=1pl&v=1&x=0ITpA3fyCjaelLVhVXIsGA,"AGA Clinical Practice Update on Diagnosis and Monitoring of Celiac Disease—Changing Utility of Serology and Histologic Measures: Expert Review","Gastroenterology",,,Article,"11 Medical and Health Sciences; 1103 Clinical Sciences","Mayo Clinic; Odense University Hospital",2019-03-01,51,https://www.altmetric.com/details/53306696,10.1053/j.gastro.2018.12.010,,,,30578783,,"",,,,,
News story,2021-01-20 01:19:00,"Mic","Gluten and weight loss: Can going gluten-free really help?",United States,"",http://ct.moreover.com/?a=44047934092&p=1pl&v=1&x=vadlHzninEN1meVaXN-zuw,"Non-Celiac Gluten Sensitivity among Patients Perceiving Gluten-Related Symptoms","Digestion",,,Article,"11 Medical and Health Sciences; 1107 Immunology","University of L'Aquila",2015-05-30,363,https://www.altmetric.com/details/4074563,10.1159/000430090,,,,26043918,,"",,,,,
News story,2021-01-17 08:00:00,"Women's Health","¿Sabrías diferenciar entre intolerancia al gluten y celiaquía?",United States,"",http://ct.moreover.com/?a=44028946868&p=1pl&v=1&x=SBu4oJCvRcYRxcEgzK2BvQ,"Nonceliac gluten sensitivity: an approach to diagnosis and management","Current opinion in pediatrics",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Cleveland Clinic",2016-10-01,18,https://www.altmetric.com/details/9033391,10.1097/mop.0000000000000392,,,http://content.wkhealth.com/linkback/openurl?sid=WKPTLP:landingpage&an=00008480-201610000-00012,27341511,,"",,,,,
News story,2021-01-11 13:00:05,"Cancer Therapy Advisor","Celiac Disease and Small Bowel Cancers: A Question of Risk",United States,"",http://ct.moreover.com/?a=43984020456&p=1pl&v=1&x=sRCbfP2Vh1nVpJCazyYceA,"AGA Clinical Practice Update on Diagnosis and Monitoring of Celiac Disease—Changing Utility of Serology and Histologic Measures: Expert Review","Gastroenterology",,,Article,"11 Medical and Health Sciences; 1103 Clinical Sciences","Mayo Clinic; Odense University Hospital",2019-03-01,51,https://www.altmetric.com/details/53306696,10.1053/j.gastro.2018.12.010,,,,30578783,,"",,,,,
News story,2020-12-30 12:45:47,"Termedia","ACG wydaje pierwsze w historii wytyczne dotyczące praktyki klinicznej IBS",Poland,"",http://ct.moreover.com/?a=43901583180&p=1pl&v=1&x=zskFzQoOcW_JLjkXn3qzCA,"ACG Clinical Guideline: Management of Irritable Bowel Syndrome","American Journal of Gastroenterology",,,Article,"11 Medical and Health Sciences; 1109 Neurosciences","Icahn School of Medicine at Mount Sinai; Mayo Clinic; Northwestern University; University of Michigan–Ann Arbor; University of North Carolina System",2020-12-14,230,https://www.altmetric.com/details/95999995,10.14309/ajg.0000000000001036,,,,33315591,,"",,,,,
News story,2020-12-23 19:57:55,"Medscape","ACG Issues First-Ever IBS Clinical Practice Guideline",United States,"",http://ct.moreover.com/?a=43858435129&p=1pl&v=1&x=BD_LcMcqGoj7AmbsBw5LOw,"ACG Clinical Guideline: Management of Irritable Bowel Syndrome","American Journal of Gastroenterology",,,Article,"11 Medical and Health Sciences; 1109 Neurosciences","Icahn School of Medicine at Mount Sinai; Mayo Clinic; Northwestern University; University of Michigan–Ann Arbor; University of North Carolina System",2020-12-14,230,https://www.altmetric.com/details/95999995,10.14309/ajg.0000000000001036,,,,33315591,,"",,,,,
News story,2020-12-23 18:42:54,"US News Health","Top Gluten-Free Diet Meal Delivery Services",United States,"",http://ct.moreover.com/?a=43858016504&p=1pl&v=1&x=26-7msyC667uns-CxKqvJg,"Non-Celiac Gluten Sensitivity among Patients Perceiving Gluten-Related Symptoms","Digestion",,,Article,"11 Medical and Health Sciences; 1107 Immunology","University of L'Aquila",2015-05-30,363,https://www.altmetric.com/details/4074563,10.1159/000430090,,,,26043918,,"",,,,,
News story,2020-12-22 23:37:03,"Doctors Lounge","ACG Develops First Guideline for Irritable Bowel Syndrome",United States,"",http://ct.moreover.com/?a=43851705107&p=1pl&v=1&x=hEcbxMvT4WV0BeO_0o_H-A,"ACG Clinical Guideline: Management of Irritable Bowel Syndrome","American Journal of Gastroenterology",,,Article,"11 Medical and Health Sciences; 1109 Neurosciences","Icahn School of Medicine at Mount Sinai; Mayo Clinic; Northwestern University; University of Michigan–Ann Arbor; University of North Carolina System",2020-12-14,230,https://www.altmetric.com/details/95999995,10.14309/ajg.0000000000001036,,,,33315591,,"",,,,,
News story,2020-12-22 21:09:00,"Paperblog","Guía clínica para el manejo del Síndrome de Intestino Irritable",Spain,"",http://ct.moreover.com/?a=43853805243&p=1pl&v=1&x=Ry4ObS3YhkC2DJI4pbsjHw,"ACG Clinical Guideline: Management of Irritable Bowel Syndrome","American Journal of Gastroenterology",,,Article,"11 Medical and Health Sciences; 1109 Neurosciences","Icahn School of Medicine at Mount Sinai; Mayo Clinic; Northwestern University; University of Michigan–Ann Arbor; University of North Carolina System",2020-12-14,230,https://www.altmetric.com/details/95999995,10.14309/ajg.0000000000001036,,,,33315591,,"",,,,,
News story,2020-12-22 17:40:01,"MedicalXpress","ACG develops first guideline for irritable bowel syndrome",United Kingdom,"",http://ct.moreover.com/?a=43849898750&p=1pl&v=1&x=o1oVfoByLOq6lCjjnSJt7w,"ACG Clinical Guideline: Management of Irritable Bowel Syndrome","American Journal of Gastroenterology",,,Article,"11 Medical and Health Sciences; 1109 Neurosciences","Icahn School of Medicine at Mount Sinai; Mayo Clinic; Northwestern University; University of Michigan–Ann Arbor; University of North Carolina System",2020-12-14,230,https://www.altmetric.com/details/95999995,10.14309/ajg.0000000000001036,,,,33315591,,"",,,,,
News story,2020-12-22 16:43:20,"Drugs.com","ACG Develops First Guideline for Irritable Bowel Syndrome",United States,"",http://ct.moreover.com/?a=43850192872&p=1pl&v=1&x=BeUq8p-AKXidyrxVhBYV-Q,"ACG Clinical Guideline: Management of Irritable Bowel Syndrome","American Journal of Gastroenterology",,,Article,"11 Medical and Health Sciences; 1109 Neurosciences","Icahn School of Medicine at Mount Sinai; Mayo Clinic; Northwestern University; University of Michigan–Ann Arbor; University of North Carolina System",2020-12-14,230,https://www.altmetric.com/details/95999995,10.14309/ajg.0000000000001036,,,,33315591,,"",,,,,
News story,2020-12-18 15:40:02,"Medical News Today","Is a gluten-free diet good for your health?",United Kingdom,"",http://ct.moreover.com/?a=43820642939&p=1pl&v=1&x=Mbf-4UxqyFaMakkKJgFqPw,"A Comprehensive Review of Celiac Disease/Gluten-Sensitive Enteropathies","Clinical Reviews in Allergy and Immunology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Penn State Milton S. Hershey Medical Center",2018-06-02,11,https://www.altmetric.com/details/43330765,10.1007/s12016-018-8691-2,,,,29858750,,"",,,,,
News story,2020-12-15 21:34:32,"Becker's ASC Review","ACG releases 1st IBS guidelines",United States,"",http://ct.moreover.com/?a=43798381411&p=1pl&v=1&x=NVzgQKi7X2zbYnU1a_VI5w,"ACG Clinical Guideline: Management of Irritable Bowel Syndrome","American Journal of Gastroenterology",,,Article,"11 Medical and Health Sciences; 1109 Neurosciences","Icahn School of Medicine at Mount Sinai; Mayo Clinic; Northwestern University; University of Michigan–Ann Arbor; University of North Carolina System",2020-12-14,230,https://www.altmetric.com/details/95999995,10.14309/ajg.0000000000001036,,,,33315591,,"",,,,,
News story,2020-12-15 21:01:59,"Newswise","The American College of Gastroenterology Issues Its First Clinical Guideline on Management of Irritable Bowel Syndrome",United States,"",http://ct.moreover.com/?a=43798212775&p=1pl&v=1&x=MghrmtinULmJ7xf9VXoTHw,"ACG Clinical Guideline: Management of Irritable Bowel Syndrome","American Journal of Gastroenterology",,,Article,"11 Medical and Health Sciences; 1109 Neurosciences","Icahn School of Medicine at Mount Sinai; Mayo Clinic; Northwestern University; University of Michigan–Ann Arbor; University of North Carolina System",2020-12-14,230,https://www.altmetric.com/details/95999995,10.14309/ajg.0000000000001036,,,,33315591,,"",,,,,
News story,2020-12-15 15:35:53,"Sciencenewsnet.in","The American College of Gastroenterology Issues Its First Clinical Guideline on Management of Irritable Bowel Syndrome",India,"",https://sciencenewsnet.in/the-american-college-of-gastroenterology-issues-its-first-clinical-guideline-on-management-of-irritable-bowel-syndrome/,"ACG Clinical Guideline: Management of Irritable Bowel Syndrome","American Journal of Gastroenterology",,,Article,"11 Medical and Health Sciences; 1109 Neurosciences","Icahn School of Medicine at Mount Sinai; Mayo Clinic; Northwestern University; University of Michigan–Ann Arbor; University of North Carolina System",2020-12-14,230,https://www.altmetric.com/details/95999995,10.14309/ajg.0000000000001036,,,,33315591,,"",,,,,
News story,2020-12-09 00:09:00,"U.S.Pharmacist","Antibiotics for Children Aged 2 Years and Younger Appear Linked to Later Health Conditions",United States,"",http://ct.moreover.com/?a=43748189011&p=1pl&v=1&x=KQNu-6AUrDuL9gyGXbqcfQ,"Association of Infant Antibiotic Exposure With Childhood Health Outcomes","Mayo Clinic Proceedings",,,Article,"11 Medical and Health Sciences; 1117 Public Health and Health Services","Mayo Clinic; Rutgers, The State University of New Jersey",2021-01-01,614,https://www.altmetric.com/details/94353082,10.1016/j.mayocp.2020.07.019,,,,33208243,,"",,,,,
News story,2020-12-02 20:23:10,"Healio.com","Early life antibiotic exposure linked to respiratory conditions in childhood",United States,"",http://ct.moreover.com/?a=43699292032&p=1pl&v=1&x=ZCWxS_2O-_3lscXbj9QBDg,"Association of Infant Antibiotic Exposure With Childhood Health Outcomes","Mayo Clinic Proceedings",,,Article,"11 Medical and Health Sciences; 1117 Public Health and Health Services","Mayo Clinic; Rutgers, The State University of New Jersey",2021-01-01,614,https://www.altmetric.com/details/94353082,10.1016/j.mayocp.2020.07.019,,,,33208243,,"",,,,,
News story,2020-12-02 01:07:07,"Pressfrom","Is a gluten-free diet healthier? Here’s what you need to know",United States,"",http://ct.moreover.com/?a=43692107125&p=1pl&v=1&x=oFYhWLs2SYSOMUlGlzggAg,"Non-Celiac Gluten Sensitivity among Patients Perceiving Gluten-Related Symptoms","Digestion",,,Article,"11 Medical and Health Sciences; 1107 Immunology","University of L'Aquila",2015-05-30,363,https://www.altmetric.com/details/4074563,10.1159/000430090,,,,26043918,,"",,,,,
News story,2020-12-02 00:33:47,"MSN","Is a gluten-free diet healthier? Here’s what you need to know",United States,"",http://ct.moreover.com/?a=43691939064&p=1pl&v=1&x=Q5hdW8KnSiqn0WQMyNhC5w,"Non-Celiac Gluten Sensitivity among Patients Perceiving Gluten-Related Symptoms","Digestion",,,Article,"11 Medical and Health Sciences; 1107 Immunology","University of L'Aquila",2015-05-30,363,https://www.altmetric.com/details/4074563,10.1159/000430090,,,,26043918,,"",,,,,
News story,2020-12-01 22:01:15,"TODAY","Is a gluten-free diet healthier? Here’s what you need to know",United States,"",https://www.today.com/health/what-gluten-free-diet-here-s-everything-you-need-know-t202154,"Non-Celiac Gluten Sensitivity among Patients Perceiving Gluten-Related Symptoms","Digestion",,,Article,"11 Medical and Health Sciences; 1107 Immunology","University of L'Aquila",2015-05-30,363,https://www.altmetric.com/details/4074563,10.1159/000430090,,,,26043918,,"",,,,,
News story,2020-11-25 18:01:56,"Medical News Today","What is the best meal kit delivery service?",United Kingdom,"",http://ct.moreover.com/?a=43644043771&p=1pl&v=1&x=enaKQgUZcSP2BE1UZUgcJA,"Non-celiac gluten sensitivity: All wheat attack is not celiac","World Journal of Gastroenterology",,,Article,"11 Medical and Health Sciences; 1107 Immunology","Louisiana State University; Louisiana State University Health Sciences Center Shreveport",2017-10-28,40,https://www.altmetric.com/details/29104638,10.3748/wjg.v23.i40.7201,,,,29142467,PMC5677194,"",,,,,
News story,2020-11-24 09:00:46,"ZAP","Crianças que tomam antibióticos muito cedo têm um maior risco de desenvolver doenças crónicas",Portugal,"",https://zap.aeiou.pt/criancas-antibioticos-cedo-maior-risco-doencas-cronicas-360101,"Association of Infant Antibiotic Exposure With Childhood Health Outcomes","Mayo Clinic Proceedings",,,Article,"11 Medical and Health Sciences; 1117 Public Health and Health Services","Mayo Clinic; Rutgers, The State University of New Jersey",2021-01-01,614,https://www.altmetric.com/details/94353082,10.1016/j.mayocp.2020.07.019,,,,33208243,,"",,,,,
News story,2020-11-24 07:57:31,"Timesnownews.com","Administration of antibiotics to children younger than two linked to several illnesses and conditions",India,"",http://ct.moreover.com/?a=43631421832&p=1pl&v=1&x=2XFnpQA3jnfaVBNZ14HvqA,"Association of Infant Antibiotic Exposure With Childhood Health Outcomes","Mayo Clinic Proceedings",,,Article,"11 Medical and Health Sciences; 1117 Public Health and Health Services","Mayo Clinic; Rutgers, The State University of New Jersey",2021-01-01,614,https://www.altmetric.com/details/94353082,10.1016/j.mayocp.2020.07.019,,,,33208243,,"",,,,,
News story,2020-11-24 00:00:00,"Forbes","Increased Risk Of Chronic Conditions Associated With Early Antibiotic Exposure",United States,"",http://ct.moreover.com/?a=43629149551&p=1pl&v=1&x=leU-m0b9BXw_UQiJkAB_7Q,"Association of Infant Antibiotic Exposure With Childhood Health Outcomes","Mayo Clinic Proceedings",,,Article,"11 Medical and Health Sciences; 1117 Public Health and Health Services","Mayo Clinic; Rutgers, The State University of New Jersey",2021-01-01,614,https://www.altmetric.com/details/94353082,10.1016/j.mayocp.2020.07.019,,,,33208243,,"",,,,,
News story,2020-11-23 21:30:00,"MedPage Today","Luca Elli on First-Line Capsule Endoscopy for Detecting Complicated Celiac Disease",United States,"",http://ct.moreover.com/?a=43634266288&p=1pl&v=1&x=o5ol8W_DaMro5E-32yZSEg,"Effectiveness of capsule endoscopy and double-balloon enteroscopy in suspected complicated celiac disease","Clinical Gastroenterology and Hepatology",,,Article,"11 Medical and Health Sciences; 1103 Clinical Sciences","Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico; University of Milan",2020-11-01,13,https://www.altmetric.com/details/94304305,10.1016/j.cgh.2020.11.010,,,,33189853,,"",,,,,
News story,2020-11-21 11:47:10,"New Kerala","Administering antibiotics to children younger than 2 years can lead to childhood health issues",India,"",http://ct.moreover.com/?a=43611418430&p=1pl&v=1&x=_kg1rBU8BlW41rEIvjCH-g,"Association of Infant Antibiotic Exposure With Childhood Health Outcomes","Mayo Clinic Proceedings",,,Article,"11 Medical and Health Sciences; 1117 Public Health and Health Services","Mayo Clinic; Rutgers, The State University of New Jersey",2021-01-01,614,https://www.altmetric.com/details/94353082,10.1016/j.mayocp.2020.07.019,,,,33208243,,"",,,,,
News story,2020-11-21 07:19:49,"Businessworld","Administering antibiotics to children younger than 2 years can lead to childhood health issues",India,"",http://ct.moreover.com/?a=43610140755&p=1pl&v=1&x=M7ZgSDIK2SjC80oy4M-e-Q,"Association of Infant Antibiotic Exposure With Childhood Health Outcomes","Mayo Clinic Proceedings",,,Article,"11 Medical and Health Sciences; 1117 Public Health and Health Services","Mayo Clinic; Rutgers, The State University of New Jersey",2021-01-01,614,https://www.altmetric.com/details/94353082,10.1016/j.mayocp.2020.07.019,,,,33208243,,"",,,,,
News story,2020-11-19 15:28:17,"El Comercio","El uso de antibióticos en niños menores de 2 años estaría relacionado a varias enfermedades",Peru,"",http://ct.moreover.com/?a=43596199952&p=1pl&v=1&x=B4DX3QpdL61yoNBHFRMawA,"Association of Infant Antibiotic Exposure With Childhood Health Outcomes","Mayo Clinic Proceedings",,,Article,"11 Medical and Health Sciences; 1117 Public Health and Health Services","Mayo Clinic; Rutgers, The State University of New Jersey",2021-01-01,614,https://www.altmetric.com/details/94353082,10.1016/j.mayocp.2020.07.019,,,,33208243,,"",,,,,
News story,2020-11-19 08:01:21,"IOL","",South Africa,"","","Association of Infant Antibiotic Exposure With Childhood Health Outcomes","Mayo Clinic Proceedings",,,Article,"11 Medical and Health Sciences; 1117 Public Health and Health Services","Mayo Clinic; Rutgers, The State University of New Jersey",2021-01-01,614,https://www.altmetric.com/details/94353082,10.1016/j.mayocp.2020.07.019,,,,33208243,,"",,,,,
News story,2020-11-19 07:00:00,"Medicinenet","Antibiotics Before Age 2 May Up Odds for Obesity, Allergies",United States,"",http://ct.moreover.com/?a=43592948417&p=1pl&v=1&x=ckdv3tQiTDOCetJ6o8ZMfw,"Association of Infant Antibiotic Exposure With Childhood Health Outcomes","Mayo Clinic Proceedings",,,Article,"11 Medical and Health Sciences; 1117 Public Health and Health Services","Mayo Clinic; Rutgers, The State University of New Jersey",2021-01-01,614,https://www.altmetric.com/details/94353082,10.1016/j.mayocp.2020.07.019,,,,33208243,,"",,,,,
News story,2020-11-19 05:53:53,"KT News Live","Antibiotics administration to babies linked to multiple illnesses later: Study - ktnewslive",India,"",https://ktnewslive.com/antibiotics-administration-to-babies-linked-to-multiple-illnesses-later-study/,"Association of Infant Antibiotic Exposure With Childhood Health Outcomes","Mayo Clinic Proceedings",,,Article,"11 Medical and Health Sciences; 1117 Public Health and Health Services","Mayo Clinic; Rutgers, The State University of New Jersey",2021-01-01,614,https://www.altmetric.com/details/94353082,10.1016/j.mayocp.2020.07.019,,,,33208243,,"",,,,,
News story,2020-11-19 05:40:35,"The Hindu Business Line","Antibiotics administration to babies linked to multiple illnesses later: Study",India,"",http://ct.moreover.com/?a=43592332108&p=1pl&v=1&x=XMnxvMt4b1m1M47KNITSiQ,"Association of Infant Antibiotic Exposure With Childhood Health Outcomes","Mayo Clinic Proceedings",,,Article,"11 Medical and Health Sciences; 1117 Public Health and Health Services","Mayo Clinic; Rutgers, The State University of New Jersey",2021-01-01,614,https://www.altmetric.com/details/94353082,10.1016/j.mayocp.2020.07.019,,,,33208243,,"",,,,,
News story,2020-11-18 18:49:25,"Becker's Hospital Review","Antibiotic use for infants linked to childhood autism, other health conditions, Mayo Clinic study finds: Infants receiving antibiotics are more likely to develop major health conditions later in childhood, according to research published Nov. 15 in Mayo Clinic Proceedings.",United States,"",http://ct.moreover.com/?a=43589073508&p=1pl&v=1&x=6uHo1JRwIKOngwtJTf8FlQ,"Association of Infant Antibiotic Exposure With Childhood Health Outcomes","Mayo Clinic Proceedings",,,Article,"11 Medical and Health Sciences; 1117 Public Health and Health Services","Mayo Clinic; Rutgers, The State University of New Jersey",2021-01-01,614,https://www.altmetric.com/details/94353082,10.1016/j.mayocp.2020.07.019,,,,33208243,,"",,,,,
News story,2020-11-18 15:15:00,"MPR","Antibiotic Therapy Before Age 2 May Affect Child Health",United States,"",http://ct.moreover.com/?a=43588754108&p=1pl&v=1&x=H3djIArSGOM7MDCV-TY8sA,"Association of Infant Antibiotic Exposure With Childhood Health Outcomes","Mayo Clinic Proceedings",,,Article,"11 Medical and Health Sciences; 1117 Public Health and Health Services","Mayo Clinic; Rutgers, The State University of New Jersey",2021-01-01,614,https://www.altmetric.com/details/94353082,10.1016/j.mayocp.2020.07.019,,,,33208243,,"",,,,,
News story,2020-11-18 15:06:07,"Yahoo!","Study warns against overuse of antibiotics in kids under 2, but experts say the drugs ‘save lives' when used correctly",United States,"",http://ct.moreover.com/?a=43587588591&p=1pl&v=1&x=h9B9_JaosVUIq0RnLxoHCA,"Association of Infant Antibiotic Exposure With Childhood Health Outcomes","Mayo Clinic Proceedings",,,Article,"11 Medical and Health Sciences; 1117 Public Health and Health Services","Mayo Clinic; Rutgers, The State University of New Jersey",2021-01-01,614,https://www.altmetric.com/details/94353082,10.1016/j.mayocp.2020.07.019,,,,33208243,,"",,,,,
